1000
9722
340 799
893 849
552 758
655 827
10 950
411 251
581 472
592 142
514 378
316 429
541 769
822 134
296 530
703 430
606 329
993 124
764 57
211 85
813 588
838 962
995 744
442 47
27 780
360 34
812 210
325 198
390 543
850 159
694 534
489 702
277 417
842 42
854 391
750 942
843 902
47 154
784 933
749 639
256 120
283 425
138 680
259 207
848 498
186 17
453 190
13 923
746 832
194 240
79 618
716 962
252 959
10 27
602 27
142 515
444 952
434 744
520 615
460 981
873 111
347 993
352 40
493 198
555 601
636 494
34 744
16 618
123 132
671 317
785 730
845 998
326 244
666 814
188 4
801 914
430 758
262 194
675 519
803 77
778 134
391 277
758 828
643 73
515 484
529 668
776 760
985 61
851 762
621 934
601 995
464 534
133 934
727 489
207 526
749 296
347 826
154 831
422 574
438 134
700 177
149 758
867 579
84 809
768 272
707 139
612 349
236 247
870 744
177 73
556 0
893 734
209 944
255 497
794 230
439 260
54 849
373 744
862 398
413 553
148 949
752 839
699 34
354 605
227 695
119 384
419 2
432 200
598 867
882 541
419 553
399 712
767 434
443 834
602 448
327 138
111 935
258 935
546 105
985 698
74 870
632 612
345 680
915 444
791 795
390 769
120 272
830 582
439 153
506 364
46 933
529 12
898 404
926 329
724 6
891 77
658 361
648 975
72 111
178 471
629 529
98 818
28 113
404 711
736 357
732 828
548 139
285 261
288 376
874 578
486 104
615 104
753 220
481 233
667 329
422 901
713 813
561 472
395 927
897 936
156 550
296 336
650 548
224 736
192 272
792 94
849 739
770 995
651 288
502 132
881 918
698 697
789 356
103 364
705 205
985 971
819 253
364 113
713 355
930 428
419 780
306 452
243 329
278 50
907 659
158 582
429 335
865 54
633 249
743 807
507 327
73 417
815 765
635 117
113 744
69 330
170 794
993 360
356 625
822 800
904 758
954 335
635 907
326 961
547 77
161 198
700 7
666 989
427 625
566 240
420 989
498 543
659 104
864 688
255 659
507 202
264 146
314 870
356 649
124 415
105 829
955 337
927 938
843 526
738 205
927 6
599 474
973 994
406 303
819 533
753 223
35 799
455 125
939 244
861 87
12 780
81 699
859 20
452 414
148 519
812 902
212 750
210 756
346 563
614 370
277 370
820 301
478 158
253 330
970 329
102 63
602 583
457 146
579 94
183 227
589 41
212 447
626 837
103 351
596 750
682 907
408 364
402 563
356 146
185 955
312 927
630 28
552 720
511 892
144 476
950 391
61 159
834 854
359 829
313 870
490 38
641 745
308 252
980 606
396 534
256 432
827 357
512 688
362 370
33 313
421 277
872 129
459 417
532 534
938 297
951 95
155 73
324 618
78 593
418 964
154 313
720 417
400 157
707 78
289 867
530 758
753 335
271 197
377 695
378 699
18 293
75 631
529 967
254 17
250 649
543 155
318 627
811 801
900 983
352 207
976 808
572 702
907 415
613 895
19 357
327 859
567 998
27 808
810 790
445 576
288 620
282 329
925 143
341 821
538 950
838 968
353 790
707 458
75 26
899 77
24 13
505 847
132 870
366 99
163 171
23 204
235 776
474 65
38 555
970 699
891 771
611 419
531 331
297 38
973 528
981 374
295 239
175 983
82 945
439 165
630 947
503 317
103 428
274 21
954 686
121 9
928 889
7 376
358 191
899 348
264 788
301 192
638 818
647 320
131 919
549 137
36 317
399 556
945 0
385 394
647 155
985 670
552 752
441 134
472 370
337 105
452 34
236 738
202 777
745 733
833 252
792 217
871 605
512 108
160 300
457 33
641 246
860 17
853 873
109 49
778 406
936 718
541 605
492 284
48 938
354 554
618 113
745 828
919 162
790 8
715 889
291 686
964 73
849 667
812 301
602 71
398 207
658 0
729 313
269 51
260 294
623 790
651 192
359 370
293 618
186 947
701 215
342 265
195 359
405 883
727 847
880 958
606 34
333 8
673 125
506 945
393 320
634 971
297 158
646 235
820 855
281 537
634 597
240 720
217 155
81 761
261 41
322 638
674 625
201 18
373 935
807 664
344 617
631 329
719 941
174 902
86 381
656 369
194 967
489 458
756 832
226 614
348 843
97 882
731 902
381 554
854 415
678 653
470 209
584 78
165 277
143 320
787 426
443 890
345 639
918 11
262 317
302 975
529 949
824 618
914 780
669 434
974 381
286 136
707 7
521 934
221 287
320 272
182 843
659 519
515 843
420 292
316 112
644 733
473 751
598 258
630 975
753 570
820 734
953 552
877 314
919 288
575 525
765 681
453 137
657 506
420 498
70 828
455 75
946 441
818 381
384 215
970 662
80 734
994 8
654 18
564 158
894 448
645 995
807 241
701 868
5 23
256 386
588 876
521 77
781 790
843 301
324 718
15 200
331 668
784 526
68 917
661 346
347 990
280 321
36 803
83 760
979 414
635 355
200 447
957 833
311 46
79 472
608 618
814 421
469 302
249 903
864 553
772 289
843 129
468 29
306 586
829 277
249 336
927 519
749 195
552 134
524 387
107 959
380 421
347 29
216 899
672 596
65 434
945 452
587 180
661 808
772 926
644 366
841 638
78 814
278 512
685 192
944 739
699 113
229 625
83 110
811 860
261 360
383 101
578 984
221 710
168 306
698 760
155 277
461 879
945 605
25 989
323 581
811 833
566 699
919 393
177 574
205 804
243 454
851 488
695 758
869 328
124 41
584 147
847 964
333 598
587 659
960 982
279 288
216 220
672 161
307 104
865 808
507 339
867 418
960 465
102 386
664 14
933 238
419 244
179 394
677 994
130 729
799 329
917 378
750 72
473 287
329 370
824 707
92 557
438 94
879 329
671 868
208 48
124 962
280 961
251 926
463 73
190 205
262 208
327 772
949 870
315 310
545 99
384 582
307 898
499 965
409 63
279 342
457 732
335 615
984 833
844 567
493 954
598 707
925 85
212 64
700 933
274 373
976 663
520 854
174 317
611 115
432 51
727 329
674 779
568 873
931 60
678 54
467 364
524 60
463 644
285 700
571 963
885 286
545 967
728 854
435 961
759 505
220 668
738 769
611 191
889 707
708 641
187 903
517 983
974 41
401 530
799 995
269 873
815 864
789 553
122 873
441 28
597 381
681 545
536 922
58 251
481 39
600 808
387 309
508 114
664 366
529 975
619 866
696 115
705 686
462 72
912 490
326 271
41 252
501 713
233 840
561 461
930 4
496 243
74 272
175 2
44 166
352 452
294 258
612 435
666 914
457 60
967 155
654 864
831 902
526 41
422 799
648 89
545 548
807 82
456 538
637 459
813 904
899 647
310 93
601 6
383 301
413 814
484 553
542 320
70 322
749 975
830 823
220 6
862 936
175 877
854 952
885 771
896 38
917 101
606 952
72 465
614 828
577 200
464 177
983 778
931 71
70 130
723 671
910 461
600 146
54 421
